timestamp_task;participant_ID;task_ID;event
60273;U03;4;Zlato (hover - start)
64135;U03;4;Zlato (hover - end)
65883;U03;4;Zlato (hover - start)
67788;U03;4;Zlato (click)
67788;U03;4;Zlato (hover - end)
10764;U03;2;Pop-up in map: tropicke destne lesy
11031;U03;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
11507;U03;2;Pop-up in map: tropicke destne lesy
14884;U03;2;Hover in legend: tajga
15239;U03;2;Hover in legend: tundry a lesotundry
15699;U03;2;Hover in legend: vegetace stredomorskeho typu
17834;U03;2;Pop-up in map: pouste a polopouste
21364;U03;2;Pop-up in map: pouste a polopouste
21812;U03;2;Pop-up in map: savany a suche stepi
22607;U03;2;Pop-up in map: pouste a polopouste
25975;U03;2;Pop-up in map: listnate, jehlicnate a smisene lesy mirneho pasu
26539;U03;2;Pop-up in map: pouste a polopouste
27534;U03;2;Pop-up in map: savany a suche stepi
27817;U03;2;Pop-up in map: pouste a polopouste
33362;U03;2;Pop-up in map: savany a suche stepi
33634;U03;2;Pop-up in map: pouste a polopouste
33835;U03;2;Pop-up in map: savany a suche stepi
39469;U03;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
39655;U03;2;Pop-up in map: tropicke destne lesy
40325;U03;2;Pop-up in map: vegetace mocalu a bazin
42302;U03;2;Pop-up in map: savany a suche stepi
42522;U03;2;Pop-up in map: vegetace mocalu a bazin
43044;U03;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
46740;U03;2;Pop-up in map: tropicke destne lesy
47539;U03;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
48345;U03;2;Pop-up in map: tropicke destne lesy
48929;U03;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
49860;U03;2;Pop-up in map: tropicke destne lesy
51095;U03;2;Pop-up in map: tropicke destne lesy
52922;U03;2;Pop-up in map: tropicke destne lesy
53765;U03;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
54237;U03;2;Pop-up in map: savany a suche stepi
56499;U03;2;Pop-up in map: savany a suche stepi
56682;U03;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
56855;U03;2;Pop-up in map: savany a suche stepi
57070;U03;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
57407;U03;2;Pop-up in map: savany a suche stepi
57960;U03;2;Pop-up in map: tropicke destne lesy
58179;U03;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
59072;U03;2;Pop-up in map: savany a suche stepi
60080;U03;2;Pop-up in map: savany a suche stepi
60720;U03;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
61377;U03;2;Pop-up in map: tropicke destne lesy
61737;U03;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
61925;U03;2;Pop-up in map: savany a suche stepi
62722;U03;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
66145;U03;2;Pop-up in map: savany a suche stepi
71540;U03;2;Pop-up in map: pouste a polopouste
73292;U03;2;Pop-up in map: savany a suche stepi
73570;U03;2;Pop-up in map: pouste a polopouste
76445;U03;2;Pop-up in map: lesostepi a stepi
78778;U03;2;Pop-up in map: lesostepi a stepi
79472;U03;2;Pop-up in map: lesostepi a stepi
82228;U03;2;Pop-up in map: pouste a polopouste
82677;U03;2;Pop-up in map: vegetace stredomorskeho typu
83998;U03;2;Pop-up in map: pouste a polopouste
86733;U03;2;Pop-up in map: pouste a polopouste
87367;U03;2;Pop-up in map: vegetace stredomorskeho typu
92032;U03;2;Pop-up in map: vegetace stredomorskeho typu
92312;U03;2;Pop-up in map: pouste a polopouste
94850;U03;2;Pop-up in map: savany a suche stepi
41563;U04;2;Pop-up in map: pouste a polopouste
42566;U04;2;Pop-up in map: savany a suche stepi
43033;U04;2;Pop-up in map: tropicke destne lesy
43793;U04;2;Pop-up in map: tropicke destne lesy
45831;U04;2;Pop-up in map: savany a suche stepi
46080;U04;2;Pop-up in map: pouste a polopouste
53538;U04;2;Pop-up in map: vegetace mocalu a bazin
54703;U04;2;Pop-up in map: savany a suche stepi
64396;U04;2;Pop-up in map: tropicke destne lesy
69099;U04;2;Pop-up in map: savany a suche stepi
72603;U04;2;Pop-up in map: savany a suche stepi
75571;U04;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
76996;U04;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
77883;U04;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
80571;U04;2;Pop-up in map: lesostepi a stepi
80921;U04;2;Pop-up in map: pouste a polopouste
22307;U04;4;Zlato (hover - start)
22907;U04;4;Zlato (click)
22907;U04;4;Zlato (hover - end)
7992;U05;2;Pop-up in map: savany a suche stepi
8992;U05;2;Pop-up in map: savany a suche stepi
9824;U05;2;Pop-up in map: savany a suche stepi
11136;U05;2;Hover in legend: listnate, jehlicnate a smisene lesy mirneho pasu
12772;U05;2;Hover in legend: tropicke destne lesy
13186;U05;2;Hover in legend: tropicke a subtropicke lesy (suche a vlhke)
14701;U05;2;Hover in legend: savany a suche stepi
15229;U05;2;Hover in legend: tropicke a subtropicke lesy (suche a vlhke)
15571;U05;2;Hover in legend: savany a suche stepi
16072;U05;2;Hover in legend: tropicke a subtropicke lesy (suche a vlhke)
17539;U05;2;Hover in legend: savany a suche stepi
17917;U05;2;Hover in legend: pouste a polopouste
18502;U05;2;Hover in legend: savany a suche stepi
18976;U05;2;Hover in legend: subtropicke lesy (suche i vlhke)
19636;U05;2;Hover in legend: pouste a polopouste
20866;U05;2;Hover in legend: savany a suche stepi
21116;U05;2;Hover in legend: tropicke destne lesy
21307;U05;2;Hover in legend: vegetace mocalu a bazin
21791;U05;2;Hover in legend: subtropicke lesy (suche i vlhke)
22211;U05;2;Hover in legend: lesostepi a stepi
23189;U05;2;Hover in legend: listnate, jehlicnate a smisene lesy mirneho pasu
32894;U05;2;Hover in legend: savany a suche stepi
33112;U05;2;Hover in legend: tropicke a subtropicke lesy (suche a vlhke)
33307;U05;2;Hover in legend: tropicke destne lesy
34009;U05;2;Hover in legend: tropicke a subtropicke lesy (suche a vlhke)
36177;U05;2;Pop-up in map: savany a suche stepi
42300;U05;2;Hover in legend: tropicke a subtropicke lesy (suche a vlhke)
42789;U05;2;Hover in legend: savany a suche stepi
43475;U05;2;Hover in legend: pouste a polopouste
48465;U05;2;Hover in legend: lesostepi a stepi
48760;U05;2;Hover in legend: listnate, jehlicnate a smisene lesy mirneho pasu
49282;U05;2;Hover in legend: tropicke a subtropicke lesy (suche a vlhke)
49682;U05;2;Hover in legend: lesostepi a stepi
51829;U05;2;Pop-up in map: savany a suche stepi
52384;U05;2;Pop-up in map: pouste a polopouste
17429;U06;4;Zlato (hover - start)
17949;U06;4;Zlato (click)
17949;U06;4;Zlato (hover - end)
8945;U06;2;Pop-up in map: pouste a polopouste
13722;U06;2;Pop-up in map: savany a suche stepi
15345;U06;2;Pop-up in map: pouste a polopouste
26553;U06;2;Pop-up in map: savany a suche stepi
31760;U06;2;Pop-up in map: tropicke destne lesy
37353;U06;2;Pop-up in map: tropicke destne lesy
20996;U07;2;Pop-up in map: pouste a polopouste
21328;U07;2;Pop-up in map: savany a suche stepi
171158;U07;4;Zlato (click)
29414;U08;4;Zlato (hover - start)
30828;U08;4;Zlato (hover - end)
33339;U08;4;Zlato (hover - start)
48396;U08;4;Zlato (hover - end)
73954;U08;4;Zlato (hover - start)
75309;U08;4;Zlato (hover - end)
87622;U08;4;Zlato (hover - start)
88682;U08;4;Zlato (hover - end)
92001;U08;4;Zlato (hover - start)
99119;U08;4;Zlato (hover - end)
101559;U08;4;Zlato (hover - start)
103285;U08;4;Zlato (hover - end)
107010;U08;4;Zlato (hover - start)
108594;U08;4;Zlato (hover - end)
6518;U08;2;Pop-up in map: savany a suche stepi
7961;U08;2;Pop-up in map: pouste a polopouste
8568;U08;2;Pop-up in map: savany a suche stepi
10871;U08;2;Pop-up in map: pouste a polopouste
14235;U08;2;Pop-up in map: savany a suche stepi
15321;U08;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
15626;U08;2;Pop-up in map: savany a suche stepi
16330;U08;2;Pop-up in map: pouste a polopouste
17341;U08;2;Pop-up in map: savany a suche stepi
20323;U08;2;Pop-up in map: tropicke destne lesy
21580;U08;2;Pop-up in map: tropicke destne lesy
24638;U08;2;Pop-up in map: tropicke destne lesy
24966;U08;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
25208;U08;2;Pop-up in map: tropicke destne lesy
26475;U08;2;Pop-up in map: savany a suche stepi
27730;U08;2;Pop-up in map: lesostepi a stepi
28413;U08;2;Pop-up in map: savany a suche stepi
30673;U08;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
33596;U08;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
37355;U08;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
37941;U08;2;Pop-up in map: savany a suche stepi
38853;U08;2;Pop-up in map: savany a suche stepi
39901;U08;2;Pop-up in map: tropicke destne lesy
40216;U08;2;Pop-up in map: savany a suche stepi
42944;U08;2;Pop-up in map: pouste a polopouste
44071;U08;2;Pop-up in map: pouste a polopouste
44888;U08;2;Pop-up in map: vegetace stredomorskeho typu
45788;U08;2;Pop-up in map: pouste a polopouste
47679;U08;2;Pop-up in map: vegetace stredomorskeho typu
49796;U08;2;Pop-up in map: pouste a polopouste
50188;U08;2;Pop-up in map: savany a suche stepi
50496;U08;2;Pop-up in map: pouste a polopouste
51444;U08;2;Pop-up in map: pouste a polopouste
52398;U08;2;Pop-up in map: vegetace stredomorskeho typu
52736;U08;2;Pop-up in map: subtropicke lesy (suche i vlhke)
53111;U08;2;Pop-up in map: pouste a polopouste
53508;U08;2;Pop-up in map: alpinska a vysokohorska vegetace
53779;U08;2;Pop-up in map: pouste a polopouste
55816;U08;2;Pop-up in map: savany a suche stepi
19460;U09;2;Pop-up in map: savany a suche stepi
19766;U09;2;Pop-up in map: alpinska a vysokohorska vegetace
20011;U09;2;Pop-up in map: pouste a polopouste
20585;U09;2;Pop-up in map: pouste a polopouste
21128;U09;2;Pop-up in map: vegetace stredomorskeho typu
23374;U09;2;Pop-up in map: tropicke destne lesy
25261;U09;2;Pop-up in map: pouste a polopouste
25614;U09;2;Pop-up in map: vegetace stredomorskeho typu
26524;U09;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
27151;U09;2;Pop-up in map: savany a suche stepi
27408;U09;2;Pop-up in map: pouste a polopouste
28483;U09;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
28788;U09;2;Pop-up in map: tropicke destne lesy
29053;U09;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
29559;U09;2;Pop-up in map: savany a suche stepi
31783;U09;2;Pop-up in map: savany a suche stepi
31953;U09;2;Pop-up in map: pouste a polopouste
32384;U09;2;Pop-up in map: savany a suche stepi
33051;U09;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
34734;U09;2;Pop-up in map: pouste a polopouste
35399;U09;2;Pop-up in map: alpinska a vysokohorska vegetace
35668;U09;2;Pop-up in map: vegetace stredomorskeho typu
35973;U09;2;Pop-up in map: subtropicke lesy (suche i vlhke)
36201;U09;2;Pop-up in map: vegetace stredomorskeho typu
36751;U09;2;Pop-up in map: vegetace stredomorskeho typu
37379;U09;2;Pop-up in map: pouste a polopouste
37861;U09;2;Pop-up in map: vegetace stredomorskeho typu
42878;U09;2;Pop-up in map: pouste a polopouste
43319;U09;2;Pop-up in map: pouste a polopouste
44183;U09;2;Pop-up in map: pouste a polopouste
44451;U09;2;Pop-up in map: subtropicke lesy (suche i vlhke)
49648;U09;2;Pop-up in map: pouste a polopouste
50251;U09;2;Pop-up in map: subtropicke lesy (suche i vlhke)
50721;U09;2;Pop-up in map: pouste a polopouste
52981;U09;2;Pop-up in map: pouste a polopouste
57243;U09;2;Pop-up in map: subtropicke lesy (suche i vlhke)
63176;U09;2;Pop-up in map: vegetace stredomorskeho typu
63594;U09;2;Pop-up in map: alpinska a vysokohorska vegetace
64736;U09;2;Pop-up in map: pouste a polopouste
65987;U09;2;Pop-up in map: subtropicke lesy (suche i vlhke)
66472;U09;2;Pop-up in map: pouste a polopouste
66829;U09;2;Pop-up in map: alpinska a vysokohorska vegetace
67192;U09;2;Pop-up in map: pouste a polopouste
67877;U09;2;Pop-up in map: vegetace stredomorskeho typu
68279;U09;2;Pop-up in map: pouste a polopouste
68949;U09;2;Pop-up in map: pouste a polopouste
69296;U09;2;Pop-up in map: alpinska a vysokohorska vegetace
71572;U09;2;Pop-up in map: pouste a polopouste
72609;U09;2;Pop-up in map: savany a suche stepi
73049;U09;2;Pop-up in map: pouste a polopouste
74202;U09;2;Pop-up in map: vegetace mocalu a bazin
75711;U09;2;Pop-up in map: savany a suche stepi
76096;U09;2;Pop-up in map: pouste a polopouste
85506;U09;2;Pop-up in map: savany a suche stepi
85822;U09;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
86754;U09;2;Pop-up in map: savany a suche stepi
87141;U09;2;Pop-up in map: vegetace mocalu a bazin
89377;U09;2;Pop-up in map: pouste a polopouste
89854;U09;2;Pop-up in map: savany a suche stepi
90284;U09;2;Pop-up in map: vegetace mocalu a bazin
94057;U09;2;Pop-up in map: savany a suche stepi
94857;U09;2;Pop-up in map: vegetace mocalu a bazin
95451;U09;2;Pop-up in map: savany a suche stepi
95624;U09;2;Pop-up in map: pouste a polopouste
96407;U09;2;Pop-up in map: vegetace mocalu a bazin
97132;U09;2;Pop-up in map: vegetace mocalu a bazin
97957;U09;2;Pop-up in map: savany a suche stepi
98399;U09;2;Pop-up in map: vegetace mocalu a bazin
99552;U09;2;Pop-up in map: savany a suche stepi
100597;U09;2;Pop-up in map: savany a suche stepi
103614;U09;2;Pop-up in map: pouste a polopouste
104154;U09;2;Pop-up in map: savany a suche stepi
105701;U09;2;Pop-up in map: pouste a polopouste
106699;U09;2;Pop-up in map: savany a suche stepi
107482;U09;2;Pop-up in map: savany a suche stepi
108084;U09;2;Pop-up in map: pouste a polopouste
108377;U09;2;Pop-up in map: savany a suche stepi
108692;U09;2;Pop-up in map: lesostepi a stepi
109172;U09;2;Pop-up in map: savany a suche stepi
110380;U09;2;Pop-up in map: pouste a polopouste
110659;U09;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
110969;U09;2;Pop-up in map: savany a suche stepi
113652;U09;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
114697;U09;2;Pop-up in map: tropicke destne lesy
115052;U09;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
115239;U09;2;Pop-up in map: savany a suche stepi
115439;U09;2;Pop-up in map: tropicke destne lesy
116487;U09;2;Pop-up in map: savany a suche stepi
117757;U09;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
118024;U09;2;Pop-up in map: savany a suche stepi
119364;U09;2;Pop-up in map: savany a suche stepi
120117;U09;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
121107;U09;2;Pop-up in map: savany a suche stepi
121369;U09;2;Pop-up in map: tropicke destne lesy
121792;U09;2;Pop-up in map: tropicke destne lesy
122902;U09;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
125107;U09;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
126582;U09;2;Pop-up in map: savany a suche stepi
126864;U09;2;Pop-up in map: lesostepi a stepi
129324;U09;2;Pop-up in map: pouste a polopouste
130214;U09;2;Pop-up in map: lesostepi a stepi
130590;U09;2;Pop-up in map: savany a suche stepi
130964;U09;2;Pop-up in map: lesostepi a stepi
131704;U09;2;Pop-up in map: tropicke destne lesy
132335;U09;2;Pop-up in map: savany a suche stepi
132930;U09;2;Pop-up in map: pouste a polopouste
137440;U09;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
137594;U09;2;Pop-up in map: savany a suche stepi
137739;U09;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
138432;U09;2;Pop-up in map: savany a suche stepi
140117;U09;2;Pop-up in map: tropicke destne lesy
140499;U09;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
141172;U09;2;Pop-up in map: tropicke destne lesy
141947;U09;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
142407;U09;2;Pop-up in map: tropicke destne lesy
145042;U09;2;Pop-up in map: vegetace mocalu a bazin
145324;U09;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
145767;U09;2;Pop-up in map: savany a suche stepi
146810;U09;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
149755;U09;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
150360;U09;2;Pop-up in map: savany a suche stepi
151172;U09;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
152140;U09;2;Pop-up in map: savany a suche stepi
153062;U09;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
153358;U09;2;Pop-up in map: savany a suche stepi
153735;U09;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
155092;U09;2;Pop-up in map: tropicke destne lesy
155417;U09;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
156853;U09;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
158473;U09;2;Pop-up in map: savany a suche stepi
159243;U09;2;Pop-up in map: tropicke destne lesy
159470;U09;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
160042;U09;2;Pop-up in map: savany a suche stepi
160368;U09;2;Pop-up in map: tropicke destne lesy
160938;U09;2;Pop-up in map: savany a suche stepi
161440;U09;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
162768;U09;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
163185;U09;2;Pop-up in map: savany a suche stepi
163683;U09;2;Pop-up in map: pouste a polopouste
163683;U09;2;Pop-up in map: pouste a polopouste
163890;U09;2;Pop-up in map: lesostepi a stepi
165505;U09;2;Pop-up in map: savany a suche stepi
168343;U09;2;Pop-up in map: pouste a polopouste
170033;U09;2;Pop-up in map: savany a suche stepi
170472;U09;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
171348;U09;2;Pop-up in map: pouste a polopouste
172470;U09;2;Pop-up in map: lesostepi a stepi
172695;U09;2;Pop-up in map: subtropicke lesy (suche i vlhke)
173790;U09;2;Pop-up in map: savany a suche stepi
174418;U09;2;Pop-up in map: vegetace stredomorskeho typu
174702;U09;2;Pop-up in map: pouste a polopouste
175755;U09;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
176042;U09;2;Pop-up in map: subtropicke lesy (suche i vlhke)
176772;U09;2;Pop-up in map: pouste a polopouste
177125;U09;2;Pop-up in map: vegetace stredomorskeho typu
177742;U09;2;Pop-up in map: vegetace stredomorskeho typu
178817;U09;2;Pop-up in map: pouste a polopouste
179025;U09;2;Pop-up in map: savany a suche stepi
179293;U09;2;Pop-up in map: pouste a polopouste
180052;U09;2;Pop-up in map: vegetace stredomorskeho typu
180210;U09;2;Pop-up in map: pouste a polopouste
180707;U09;2;Pop-up in map: vegetace stredomorskeho typu
182025;U09;2;Pop-up in map: savany a suche stepi
183267;U09;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
184153;U09;2;Pop-up in map: savany a suche stepi
184722;U09;2;Pop-up in map: tropicke destne lesy
185035;U09;2;Pop-up in map: savany a suche stepi
26465;U10;2;Pop-up in map: pouste a polopouste
27422;U10;2;Pop-up in map: savany a suche stepi
27732;U10;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
28459;U10;2;Pop-up in map: savany a suche stepi
29199;U10;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
29979;U10;2;Pop-up in map: tropicke destne lesy
34180;U10;2;Pop-up in map: tropicke destne lesy
35612;U10;2;Pop-up in map: savany a suche stepi
37617;U10;2;Pop-up in map: tropicke destne lesy
38157;U10;2;Pop-up in map: savany a suche stepi
41080;U10;2;Pop-up in map: tropicke destne lesy
45952;U10;2;Pop-up in map: savany a suche stepi
46205;U10;2;Pop-up in map: tropicke destne lesy
46519;U10;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
46839;U10;2;Pop-up in map: tropicke destne lesy
50414;U10;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
50814;U10;2;Pop-up in map: pouste a polopouste
61222;U10;2;Pop-up in map: savany a suche stepi
63052;U10;2;Pop-up in map: savany a suche stepi
63495;U10;2;Pop-up in map: pouste a polopouste
65668;U10;2;Pop-up in map: tropicke destne lesy
67242;U10;2;Pop-up in map: savany a suche stepi
67973;U10;2;Pop-up in map: pouste a polopouste
69275;U10;2;Pop-up in map: pouste a polopouste
70597;U10;2;Pop-up in map: pouste a polopouste
71435;U10;2;Pop-up in map: vegetace stredomorskeho typu
72038;U10;2;Pop-up in map: pouste a polopouste
72443;U10;2;Pop-up in map: lesostepi a stepi
72872;U10;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
73400;U10;2;Pop-up in map: savany a suche stepi
74252;U10;2;Hover in legend: listnate, jehlicnate a smisene lesy mirneho pasu
75008;U10;2;Hover in legend: lesostepi a stepi
83827;U10;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
84087;U10;2;Pop-up in map: tropicke destne lesy
81644;U10;4;Zlato (hover - start)
82579;U10;4;Zlato (click)
82579;U10;4;Zlato (hover - end)
5848;U11;2;Pop-up in map: savany a suche stepi
7586;U11;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
8543;U11;2;Pop-up in map: savany a suche stepi
10176;U11;2;Hover in legend: tundry a lesotundry
11615;U11;2;Hover in legend: listnate, jehlicnate a smisene lesy mirneho pasu
12410;U11;2;Hover in legend: tajga
13601;U11;2;Hover in legend: savany a suche stepi
14481;U11;2;Hover in legend: vegetace mocalu a bazin
14851;U11;2;Hover in legend: tropicke destne lesy
15298;U11;2;Hover in legend: tropicke a subtropicke lesy (suche a vlhke)
16120;U11;2;Hover in legend: tropicke destne lesy
16535;U11;2;Hover in legend: tropicke a subtropicke lesy (suche a vlhke)
16965;U11;2;Hover in legend: pouste a polopouste
17738;U11;2;Hover in legend: lesostepi a stepi
19200;U11;2;Hover in legend: listnate, jehlicnate a smisene lesy mirneho pasu
20323;U11;2;Hover in legend: subtropicke lesy (suche i vlhke)
21048;U11;2;Hover in legend: vegetace mocalu a bazin
21335;U11;2;Hover in legend: tropicke destne lesy
22015;U11;2;Hover in legend: savany a suche stepi
22598;U11;2;Hover in legend: pouste a polopouste
29844;U11;2;Hover in legend: vegetace mocalu a bazin
30128;U11;2;Hover in legend: tropicke destne lesy
34036;U11;2;Hover in legend: tropicke a subtropicke lesy (suche a vlhke)
41994;U11;2;Hover in legend: savany a suche stepi
50924;U11;2;Hover in legend: tropicke a subtropicke lesy (suche a vlhke)
51423;U11;2;Hover in legend: savany a suche stepi
58313;U11;2;Hover in legend: pouste a polopouste
40454;U11;4;Zlato (hover - start)
41110;U11;4;Zlato (click)
41110;U11;4;Zlato (hover - end)
8380;U12;2;Pop-up in map: trvale zalednene oblasti
14109;U12;2;Pop-up in map: savany a suche stepi
21727;U12;2;Hover in legend: vegetace mocalu a bazin
25078;U12;2;Hover in legend: lesostepi a stepi
25625;U12;2;Hover in legend: listnate, jehlicnate a smisene lesy mirneho pasu
26152;U12;2;Hover in legend: lesostepi a stepi
28240;U12;2;Hover in legend: lesostepi a stepi
28698;U12;2;Hover in legend: vegetace stredomorskeho typu
59487;U12;2;Hover in legend: vegetace stredomorskeho typu
59918;U12;2;Hover in legend: listnate, jehlicnate a smisene lesy mirneho pasu
93656;U12;2;Hover in legend: tropicke destne lesy
94340;U12;2;Hover in legend: subtropicke lesy (suche i vlhke)
96341;U12;2;Hover in legend: alpinska a vysokohorska vegetace
39706;U12;4;Zlato (hover - start)
43694;U12;4;Zlato (hover - end)
47418;U12;4;Zlato (hover - start)
48809;U12;4;Zlato (click)
48809;U12;4;Zlato (hover - end)
7622;U14;2;Pop-up in map: pouste a polopouste
9062;U14;2;Pop-up in map: vegetace stredomorskeho typu
9815;U14;2;Pop-up in map: pouste a polopouste
11250;U14;2;Pop-up in map: savany a suche stepi
14217;U14;2;Pop-up in map: tropicke destne lesy
14778;U14;2;Pop-up in map: savany a suche stepi
15237;U14;2;Pop-up in map: tropicke destne lesy
17243;U14;2;Pop-up in map: savany a suche stepi
17537;U14;2;Pop-up in map: pouste a polopouste
18348;U14;2;Pop-up in map: vegetace stredomorskeho typu
18802;U14;2;Pop-up in map: pouste a polopouste
19785;U14;2;Pop-up in map: pouste a polopouste
21810;U14;2;Pop-up in map: tropicke destne lesy
23703;U14;2;Pop-up in map: pouste a polopouste
24927;U14;2;Pop-up in map: listnate, jehlicnate a smisene lesy mirneho pasu
25295;U14;2;Pop-up in map: vegetace stredomorskeho typu
25592;U14;2;Pop-up in map: pouste a polopouste
26160;U14;2;Pop-up in map: savany a suche stepi
26552;U14;2;Pop-up in map: pouste a polopouste
28462;U14;2;Pop-up in map: savany a suche stepi
28735;U14;2;Pop-up in map: pouste a polopouste
33520;U14;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
34550;U14;2;Pop-up in map: pouste a polopouste
35306;U14;2;Pop-up in map: vegetace stredomorskeho typu
36388;U14;2;Pop-up in map: savany a suche stepi
36710;U14;2;Pop-up in map: pouste a polopouste
37803;U14;2;Pop-up in map: vegetace stredomorskeho typu
19572;U14;4;Zlato (click)
44622;U15;4;Zlato (click)
20680;U15;2;Pop-up in map: pouste a polopouste
23644;U15;2;Pop-up in map: savany a suche stepi
24957;U15;2;Pop-up in map: savany a suche stepi
27805;U15;2;Pop-up in map: pouste a polopouste
29424;U15;2;Pop-up in map: savany a suche stepi
29809;U15;2;Pop-up in map: pouste a polopouste
30715;U15;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
31122;U15;2;Pop-up in map: savany a suche stepi
31794;U15;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
32260;U15;2;Pop-up in map: pouste a polopouste
32437;U15;2;Pop-up in map: savany a suche stepi
34069;U15;2;Pop-up in map: tropicke destne lesy
36592;U15;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
37625;U15;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
38887;U15;2;Pop-up in map: pouste a polopouste
39635;U15;2;Pop-up in map: savany a suche stepi
39990;U15;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
40323;U15;2;Pop-up in map: pouste a polopouste
40522;U15;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
41767;U15;2;Pop-up in map: tropicke destne lesy
42392;U15;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
46495;U15;2;Pop-up in map: pouste a polopouste
48227;U15;2;Pop-up in map: pouste a polopouste
48778;U15;2;Pop-up in map: savany a suche stepi
49700;U15;2;Pop-up in map: savany a suche stepi
49937;U15;2;Pop-up in map: pouste a polopouste
51610;U15;2;Pop-up in map: pouste a polopouste
52547;U15;2;Pop-up in map: tropicke destne lesy
52740;U15;2;Pop-up in map: pouste a polopouste
53080;U15;2;Pop-up in map: tropicke destne lesy
53450;U15;2;Pop-up in map: savany a suche stepi
55288;U15;2;Pop-up in map: tropicke destne lesy
57105;U15;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
59308;U15;2;Pop-up in map: tropicke destne lesy
46943;U16;2;Pop-up in map: pouste a polopouste
47201;U16;2;Pop-up in map: savany a suche stepi
47655;U16;2;Pop-up in map: pouste a polopouste
48573;U16;2;Pop-up in map: tropicke destne lesy
50458;U16;2;Pop-up in map: savany a suche stepi
