absoluteTime,session,task,time,type,val,screenX,screenY,clientX,clientY;;;
1701693042418,U04,0,2,url_change,https://atlas.mapy.cz/?p=000101&id=povrch-zeme&n=m&z=2.7&x=0.000&y=0.000&m=m,,,,;;;
1701693042416,U04,0,0,projection,robinson,,,,;;;
1701693045120,U04,0,2704,pointerdown,html > body[cy-dot-mousedown-init=''][data-card='minimized'][style=''] > div#menu.no-mobile > div.bookmark.mapset-active > button.mapsets[title='Vybrat mapu'] > svg.Ico.Ico--vrstvy[width='24'][height='24'][viewBox='0 0 24 24'] > ,1595.0,131.0,1595.0,44.0;;;
1701693045213,U04,0,2797,pointerup,html > body[cy-dot-mousedown-init=''][data-card='minimized'][style=''] > div#menu.no-mobile > div.bookmark.mapset-active > button.mapsets[title='Vybrat mapu'] > svg.Ico.Ico--vrstvy[width='24'][height='24'][viewBox='0 0 24 24'] > ,1595.0,131.0,1595.0,44.0;;;
"1701693052976,U04,0,10560,pointerdown,""html > body[cy-dot-mousedown-init=''][data-card='minimized'][style=''] > div#maps > ul.category > li[data-mapset='cervencove-teploty-vzduchu'] > div.illustration[style='background-image: linear-gradient(rgba(0, 0, 0, 0), rgba(0, 0, 0, 0), rgb(0, 0, 0)), url('src/img/maps/A3_cervencove-teploty.jpg')";"'] > "",433.0,522.0,433.0,435.0";;
"1701693053070,U04,0,10654,pointerup,""html > body[cy-dot-mousedown-init=''][data-card='minimized'][style=''] > div#maps > ul.category > li[data-mapset='cervencove-teploty-vzduchu'] > div.illustration[style='background-image: linear-gradient(rgba(0, 0, 0, 0), rgba(0, 0, 0, 0), rgb(0, 0, 0)), url('src/img/maps/A3_cervencove-teploty.jpg')";"'] > "",433.0,522.0,433.0,435.0";;
1701693054255,U04,0,11839,url_change,https://atlas.mapy.cz/?p=010011&id=cervencove-teploty-vzduchu&n=m&z=2.7&x=0.000&y=0.000&m=m,,,,;;;
1701693055388,U04,0,12972,mouse_wheel_start,-100,,,,;;;
1701693055388,U04,0,12972,mouse_wheel_end,-100,,,,;;;
1701693055709,U04,0,13293,url_change,https://atlas.mapy.cz/?p=010011&id=cervencove-teploty-vzduchu&n=m&z=2.9&x=-3.446&y=8.864&m=m,,,,;;;
1701693056009,U04,0,13593,mouse_wheel_start,-100,,,,;;;
1701693056009,U04,0,13593,mouse_wheel_end,-100,,,,;;;
1701693056329,U04,0,13913,url_change,https://atlas.mapy.cz/?p=010011&id=cervencove-teploty-vzduchu&n=m&z=3.1&x=-6.751&y=16.924&m=m,,,,;;;
1701693056575,U04,0,14159,mouse_wheel_start,-100,,,,;;;
1701693056575,U04,0,14159,mouse_wheel_end,-100,,,,;;;
1701693056889,U04,0,14473,url_change,https://atlas.mapy.cz/?p=010011&id=cervencove-teploty-vzduchu&n=m&z=3.3&x=-10.010&y=24.277&m=m,,,,;;;
1701693056994,U04,0,14578,mouse_wheel_start,-100,,,,;;;
1701693056994,U04,0,14578,mouse_wheel_end,-100,,,,;;;
1701693057309,U04,0,14893,url_change,https://atlas.mapy.cz/?p=010011&id=cervencove-teploty-vzduchu&n=m&z=3.5&x=-12.989&y=30.678&m=m,,,,;;;
1701693057333,U04,0,14917,mouse_wheel_start,-100,,,,;;;
1701693057489,U04,0,15073,mouse_wheel_end,-100,,,,;;;
1701693057818,U04,0,15402,url_change,https://atlas.mapy.cz/?p=010011&id=cervencove-teploty-vzduchu&n=m&z=4.1&x=-20.798&y=45.404&m=m,,,,;;;
1701693177903,U04,1,0,url_change,https://atlas.mapy.cz/?p=000101&id=povrch-zeme&n=m&z=2.7&x=0.000&y=0.000&m=m,,,,;;;
1701693177903,U04,1,0,projection,robinson,,,,;;;
1701693180183,U04,1,2280,pointerdown,html > body[cy-dot-mousedown-init=''][data-card='minimized'] > div#menu.no-mobile > div.bookmark.mapset-active > button.mapsets[title='Vybrat mapu'] > svg.Ico.Ico--vrstvy[width='24'][height='24'][viewBox='0 0 24 24'] > path[d='M1.2 5.4H16.8L24 12.6H8.4L1.2 5.4zm-1.2 6h4.8l2.4 2.4H18l4.8 4.8H7.2L0 11.4z'][fill-rule='evenodd'] > ,1590.0,124.0,1590.0,37.0;;;
