absoluteTime,session,task,time,type,val,screenX,screenY,clientX,clientY;;;
1701868097015,U01,0,1,url_change,https://atlas.mapy.cz/?p=000101&id=povrch-zeme&n=m&z=2.7&x=0.000&y=0.000&m=m,,,,;;;
1701868097014,U01,0,0,projection,robinson,,,,;;;
1701868108270,U01,0,11256,pointerdown,html > body[cy-dot-mousedown-init=''][data-card='minimized'] > div#menu.no-mobile > div.bookmark.mapset-active > button.mapsets[title='Vybrat mapu'] > svg.Ico.Ico--vrstvy[width='24'][height='24'][viewBox='0 0 24 24'] > ,1599.0,131.0,1599.0,44.0;;;
1701868108355,U01,0,11341,pointerup,html > body[cy-dot-mousedown-init=''][data-card='minimized'] > div#menu.no-mobile > div.bookmark.mapset-active > button.mapsets[title='Vybrat mapu'] > svg.Ico.Ico--vrstvy[width='24'][height='24'][viewBox='0 0 24 24'] > ,1599.0,131.0,1599.0,44.0;;;
1701868121781,U01,0,24767,pointerdown,html > body[cy-dot-mousedown-init=''][data-card='minimized'] > div#maps > ul.category > li.active[data-mapset='povrch-zeme'] > ,123.0,480.0,123.0,393.0;;;
1701868121827,U01,0,24813,pointerup,html > body[cy-dot-mousedown-init=''][data-card='minimized'] > div#maps > ul.category > li.active[data-mapset='povrch-zeme'] > ,123.0,480.0,123.0,393.0;;;
1701868131517,U01,0,34503,pointerdown,html > body[cy-dot-mousedown-init=''][data-card='minimized'] > div#menu.no-mobile > div.bookmark.mapset-active > button.mapsets[title='Vybrat mapu'] > ,1606.0,128.0,1606.0,41.0;;;
1701868131603,U01,0,34589,pointerup,html > body[cy-dot-mousedown-init=''][data-card='minimized'] > div#menu.no-mobile > div.bookmark.mapset-active > button.mapsets[title='Vybrat mapu'] > ,1606.0,128.0,1606.0,41.0;;;
1701868138012,U01,0,40998,pointerdown,html > body[cy-dot-mousedown-init=''][data-card='minimized'] > div#maps > ul.category > li[data-mapset='cervencove-teploty-vzduchu'] > h3 > ,414.0,646.0,414.0,559.0;;;
1701868138079,U01,0,41065,pointerup,html > body[cy-dot-mousedown-init=''][data-card='minimized'] > div#maps > ul.category > li[data-mapset='cervencove-teploty-vzduchu'] > h3 > ,414.0,646.0,414.0,559.0;;;
1701868139242,U01,0,42228,url_change,https://atlas.mapy.cz/?p=010011&id=cervencove-teploty-vzduchu&n=m&z=2.7&x=0.000&y=0.000&m=m,,,,;;;
1701868180599,U01,1,1,url_change,https://atlas.mapy.cz/?p=000101&id=povrch-zeme&n=m&z=2.7&x=0.000&y=0.000&m=m,,,,;;;
1701868180598,U01,1,0,projection,robinson,,,,;;;
"1701868183524,U01,1,2926,pointerdown,""html > body[cy-dot-mousedown-init=''][data-card='minimized'] > div#map[style='-webkit-tap-highlight-color: rgba(0, 0, 0, 0)";'] > canvas[width='1600'][height='953'][style='width: 1600px; height: 953px;"'] > "",854.0,310.0,854.0,223.0"
"1701868183592,U01,1,2994,pointerup,""html > body[cy-dot-mousedown-init=''][data-card='minimized'] > div#map[style='-webkit-tap-highlight-color: rgba(0, 0, 0, 0)";'] > canvas[width='1600'][height='953'][style='width: 1600px; height: 953px;"'] > "",854.0,310.0,854.0,223.0"
"1701868184612,U01,1,4014,pointerdown,""html > body.clickable[cy-dot-mousedown-init=''][data-card='minimized'] > div#map[style='-webkit-tap-highlight-color: rgba(0, 0, 0, 0)";'] > canvas[width='1600'][height='953'][style='width: 1600px; height: 953px;"'] > "",883.0,289.0,883.0,202.0"
"1701868184681,U01,1,4083,pointerup,""html > body.clickable[cy-dot-mousedown-init=''][data-card='minimized'] > div#map[style='-webkit-tap-highlight-color: rgba(0, 0, 0, 0)";'] > canvas[width='1600'][height='953'][style='width: 1600px; height: 953px;"'] > "",883.0,289.0,883.0,202.0"
1701868185432,U01,1,4834,url_change,https://atlas.mapy.cz/?p=000101&n=s&id=povrch-zeme&d=Q46&z=2.7&x=0.000&y=0.000&m=m,,,,;;;
1701868186893,U01,1,6295,mouse_wheel_start,-100,,,,;;;
1701868186971,U01,1,6373,mouse_wheel_end,-100,,,,;;;
1701868187290,U01,1,6692,url_change,https://atlas.mapy.cz/?p=000101&n=s&id=povrch-zeme&d=Q46&z=3.3&x=6.315&y=18.178&m=m,,,,;;;
1701868187309,U01,1,6711,mouse_wheel_start,-100,,,,;;;
1701868187719,U01,1,7121,mouse_wheel_end,-100,,,,;;;
1701868188029,U01,1,7431,url_change,https://atlas.mapy.cz/?p=000101&n=s&id=povrch-zeme&d=Q46&z=4.5&x=14.016&y=38.092&m=m,,,,;;;
1701868188075,U01,1,7477,mouse_wheel_start,-100,,,,;;;
1701868188130,U01,1,7532,mouse_wheel_end,-100,,,,;;;
1701868188450,U01,1,7852,url_change,https://atlas.mapy.cz/?p=000101&n=s&id=povrch-zeme&d=Q46&z=4.9&x=15.675&y=41.831&m=m,,,,;;;
"1701868193356,U01,1,12758,pointerdown,""html > body[cy-dot-mousedown-init=''][data-card='minimized'] > div#map[style='-webkit-tap-highlight-color: rgba(0, 0, 0, 0)";'] > canvas[width='1600'][height='953'][style='width: 1600px; height: 953px;"'] > "",981.0,301.0,981.0,214.0"
1701868194590,U01,1,13992,url_change,https://atlas.mapy.cz/?p=000101&n=s&id=povrch-zeme&d=Q46&z=4.9&x=17.231&y=54.868&m=m,,,,;;;
"1701868194599,U01,1,14001,pointerup,""html > body[cy-dot-mousedown-init=''][data-card='minimized'] > div#map[style='-webkit-tap-highlight-color: rgba(0, 0, 0, 0)";'] > canvas[width='1600'][height='953'][style='width: 1600px; height: 953px;"'] > "",979.0,600.0,979.0,513.0"
1701868252815,U01,2,1,url_change,https://atlas.mapy.cz/?p=000101&id=povrch-zeme&n=m&z=2.7&x=0.000&y=0.000&m=m,,,,;;;
1701868252814,U01,2,0,projection,robinson,,,,;;;
