absoluteTime,session,task,time,type,val,screenX,screenY,clientX,clientY;;;
1701867037734,U05,0,1,url_change,https://atlas.mapy.cz/?p=000101&id=povrch-zeme&n=m&z=2.7&x=0.000&y=0.000&m=m,,,,;;;
1701867037733,U05,0,0,projection,robinson,,,,;;;
1701867040159,U05,0,2426,mouse_wheel_start,-100,,,,;;;
1701867040159,U05,0,2426,mouse_wheel_end,-100,,,,;;;
1701867040477,U05,0,2744,url_change,https://atlas.mapy.cz/?p=000101&id=povrch-zeme&n=m&z=2.9&x=0.943&y=6.588&m=m,,,,;;;
1701867040545,U05,0,2812,mouse_wheel_start,-100,,,,;;;
1701867040545,U05,0,2812,mouse_wheel_end,-100,,,,;;;
1701867040866,U05,0,3133,url_change,https://atlas.mapy.cz/?p=000101&id=povrch-zeme&n=m&z=3.1&x=-0.677&y=12.346&m=m,,,,;;;
"1701867041792,U05,0,4059,pointerdown,""html > body[cy-dot-mousedown-init=''][data-card='minimized'] > div#map[style='-webkit-tap-highlight-color: rgba(0, 0, 0, 0)";'] > canvas[width='1600'][height='953'][style='width: 1600px; height: 953px;"'] > "",716.0,212.0,716.0,125.0"
"1701867042130,U05,0,4397,pointerup,""html > body[cy-dot-mousedown-init=''][data-card='minimized'] > div#map[style='-webkit-tap-highlight-color: rgba(0, 0, 0, 0)";'] > canvas[width='1600'][height='953'][style='width: 1600px; height: 953px;"'] > "",740.0,301.0,740.0,214.0"
1701867042356,U05,0,4623,url_change,https://atlas.mapy.cz/?p=000101&id=povrch-zeme&n=m&z=3.1&x=-4.816&y=25.474&m=m,,,,;;;
1701867042386,U05,0,4653,mouse_wheel_start,-100,,,,;;;
1701867042591,U05,0,4858,mouse_wheel_end,-100,,,,;;;
1701867042905,U05,0,5172,url_change,https://atlas.mapy.cz/?p=000101&id=povrch-zeme&n=m&z=3.9&x=-18.159&y=46.515&m=m,,,,;;;
1701867043523,U05,0,5790,pointerdown,html > body[cy-dot-mousedown-init=''][data-card='minimized'] > div#menu.no-mobile > div.bookmark.mapset-active > ,1569.0,111.0,1569.0,24.0;;;
1701867043616,U05,0,5883,pointerup,html > body[cy-dot-mousedown-init=''][data-card='minimized'] > div#menu.no-mobile > div.bookmark.mapset-active > ,1569.0,111.0,1569.0,24.0;;;
1701867043911,U05,0,6178,pointerdown,html > body[cy-dot-mousedown-init=''][data-card='minimized'] > div#menu.no-mobile > div.bookmark.mapset-active > button.mapsets[title='Vybrat mapu'] > svg.Ico.Ico--vrstvy[width='24'][height='24'][viewBox='0 0 24 24'] > ,1582.0,123.0,1582.0,36.0;;;
1701867043986,U05,0,6253,pointerup,html > body[cy-dot-mousedown-init=''][data-card='minimized'] > div#menu.no-mobile > div.bookmark.mapset-active > button.mapsets[title='Vybrat mapu'] > svg.Ico.Ico--vrstvy[width='24'][height='24'][viewBox='0 0 24 24'] > ,1582.0,123.0,1582.0,36.0;;;
1701867051041,U05,0,13308,pointerdown,html > body[cy-dot-mousedown-init=''][data-card='minimized'] > div#maps > ul.category > li[data-mapset='cervencove-teploty-vzduchu'] > h3 > ,414.0,562.0,414.0,475.0;;;
1701867051134,U05,0,13401,pointerup,html > body[cy-dot-mousedown-init=''][data-card='minimized'] > div#maps > ul.category > li[data-mapset='cervencove-teploty-vzduchu'] > h3 > ,414.0,562.0,414.0,475.0;;;
1701867052411,U05,0,14678,url_change,https://atlas.mapy.cz/?p=010011&id=cervencove-teploty-vzduchu&n=m&z=3.9&x=-18.159&y=46.515&m=m,,,,;;;
1701867052742,U05,0,15009,mouse_wheel_start,-100,,,,;;;
1701867052874,U05,0,15141,mouse_wheel_end,-100,,,,;;;
1701867053206,U05,0,15473,url_change,https://atlas.mapy.cz/?p=010011&id=cervencove-teploty-vzduchu&n=m&z=4.5&x=-26.333&y=56.930&m=m,,,,;;;
"1701867053873,U05,0,16140,pointerdown,""html > body[cy-dot-mousedown-init=''][data-card='minimized'] > div#map[style='-webkit-tap-highlight-color: rgba(0, 0, 0, 0)";'] > canvas[width='1600'][height='953'][style='width: 1600px; height: 953px;"'] > "",731.0,557.0,731.0,470.0"
"1701867054266,U05,0,16533,pointerup,""html > body[cy-dot-mousedown-init=''][data-card='minimized'] > div#map[style='-webkit-tap-highlight-color: rgba(0, 0, 0, 0)";'] > canvas[width='1600'][height='953'][style='width: 1600px; height: 953px;"'] > "",815.0,699.0,815.0,612.0"
1701867054465,U05,0,16732,url_change,https://atlas.mapy.cz/?p=010011&id=cervencove-teploty-vzduchu&n=m&z=4.5&x=-35.727&y=65.689&m=m,,,,;;;
1701867054752,U05,0,17019,mouse_wheel_start,-100,,,,;;;
1701867054870,U05,0,17137,mouse_wheel_end,-100,,,,;;;
1701867055179,U05,0,17446,mouse_wheel_start,-100,,,,;;;
1701867055249,U05,0,17516,mouse_wheel_end,-100,,,,;;;
1701867055577,U05,0,17844,url_change,https://atlas.mapy.cz/?p=010011&id=cervencove-teploty-vzduchu&n=m&z=5.3&x=-39.137&y=71.362&m=m,,,,;;;
"1701867056277,U05,0,18544,pointerdown,""html > body.clickable[cy-dot-mousedown-init=''][data-card='minimized'] > div#map[style='-webkit-tap-highlight-color: rgba(0, 0, 0, 0)";'] > canvas[width='1600'][height='953'][style='width: 1600px; height: 953px;"'] > "",1016.0,436.0,1016.0,349.0"
"1701867056659,U05,0,18926,pointerup,""html > body.clickable[cy-dot-mousedown-init=''][data-card='minimized'] > div#map[style='-webkit-tap-highlight-color: rgba(0, 0, 0, 0)";'] > canvas[width='1600'][height='953'][style='width: 1600px; height: 953px;"'] > "",1015.0,368.0,1015.0,281.0"
1701867056835,U05,0,19102,url_change,https://atlas.mapy.cz/?p=010011&id=cervencove-teploty-vzduchu&n=m&z=5.3&x=-37.882&y=68.746&m=m,,,,;;;
"1701867067957,U05,0,30224,pointerdown,""html > body.clickable[cy-dot-mousedown-init=''][data-card='minimized'] > div#map[style='-webkit-tap-highlight-color: rgba(0, 0, 0, 0)";'] > canvas[width='1600'][height='953'][style='width: 1600px; height: 953px;"'] > "",844.0,364.0,844.0,277.0"
"1701867068312,U05,0,30579,pointerup,""html > body.clickable[cy-dot-mousedown-init=''][data-card='minimized'] > div#map[style='-webkit-tap-highlight-color: rgba(0, 0, 0, 0)";'] > canvas[width='1600'][height='953'][style='width: 1600px; height: 953px;"'] > "",839.0,389.0,839.0,302.0"
1701867068435,U05,0,30702,url_change,https://atlas.mapy.cz/?p=010011&id=cervencove-teploty-vzduchu&n=m&z=5.3&x=-38.048&y=69.696&m=m,,,,;;;
"1701867069707,U05,0,31974,pointerdown,""html > body.clickable[cy-dot-mousedown-init=''][data-card='minimized'] > div#map[style='-webkit-tap-highlight-color: rgba(0, 0, 0, 0)";'] > canvas[width='1600'][height='953'][style='width: 1600px; height: 953px;"'] > "",1117.0,375.0,1117.0,288.0"
"1701867070044,U05,0,32311,pointerup,""html > body.clickable[cy-dot-mousedown-init=''][data-card='minimized'] > div#map[style='-webkit-tap-highlight-color: rgba(0, 0, 0, 0)";'] > canvas[width='1600'][height='953'][style='width: 1600px; height: 953px;"'] > "",1132.0,316.0,1132.0,229.0"
1701867070262,U05,0,32529,url_change,https://atlas.mapy.cz/?p=010011&id=cervencove-teploty-vzduchu&n=m&z=5.3&x=-37.831&y=67.466&m=m,,,,;;;
"1701867073943,U05,0,36210,pointerdown,""html > body[cy-dot-mousedown-init=''][data-card='minimized'] > div#map[style='-webkit-tap-highlight-color: rgba(0, 0, 0, 0)";'] > canvas[width='1600'][height='953'][style='width: 1600px; height: 953px;"'] > "",1265.0,340.0,1265.0,253.0"
1701867074455,U05,0,36722,url_change,https://atlas.mapy.cz/?p=010011&id=cervencove-teploty-vzduchu&n=m&z=5.3&x=-40.245&y=71.010&m=m,,,,;;;
"1701867074762,U05,0,37029,pointerup,""html > body[cy-dot-mousedown-init=''][data-card='minimized'] > div#map[style='-webkit-tap-highlight-color: rgba(0, 0, 0, 0)";'] > canvas[width='1600'][height='953'][style='width: 1600px; height: 953px;"'] > "",1286.0,379.0,1286.0,292.0"
1701867075086,U05,0,37353,url_change,https://atlas.mapy.cz/?p=010011&id=cervencove-teploty-vzduchu&n=m&z=5.3&x=-39.512&y=68.935&m=m,,,,;;;
"1701867078996,U05,0,41263,pointerdown,""html > body.clickable[cy-dot-mousedown-init=''][data-card='minimized'] > div#map[style='-webkit-tap-highlight-color: rgba(0, 0, 0, 0)";'] > canvas[width='1600'][height='953'][style='width: 1600px; height: 953px;"'] > "",842.0,498.0,842.0,411.0"
"1701867079310,U05,0,41577,pointerup,""html > body.clickable[cy-dot-mousedown-init=''][data-card='minimized'] > div#map[style='-webkit-tap-highlight-color: rgba(0, 0, 0, 0)";'] > canvas[width='1600'][height='953'][style='width: 1600px; height: 953px;"'] > "",848.0,512.0,848.0,425.0"
1701867079443,U05,0,41710,url_change,https://atlas.mapy.cz/?p=010011&id=cervencove-teploty-vzduchu&n=m&z=5.3&x=-40.057&y=69.467&m=m,,,,;;;
