absoluteTime,session,task,time,type,val,screenX,screenY,clientX,clientY;;;
1701352308903,U02,0,2,url_change,https://atlas.mapy.cz/?p=000101&id=povrch-zeme&n=m&z=2.7&x=0.000&y=0.000&m=m,,,,;;;
1701352308901,U02,0,0,projection,robinson,,,,;;;
1701352330241,U02,0,21340,mouse_wheel_start,-100,,,,;;;
1701352330322,U02,0,21421,mouse_wheel_end,-100,,,,;;;
1701352330633,U02,0,21732,url_change,https://atlas.mapy.cz/?p=000101&id=povrch-zeme&n=m&z=3.3&x=-13.751&y=23.915&m=m,,,,;;;
1701352330856,U02,0,21955,mouse_wheel_start,-100,,,,;;;
1701352330936,U02,0,22035,mouse_wheel_end,-100,,,,;;;
1701352331253,U02,0,22352,url_change,https://atlas.mapy.cz/?p=000101&id=povrch-zeme&n=m&z=3.9&x=-23.045&y=39.428&m=m,,,,;;;
1701352331337,U02,0,22436,mouse_wheel_start,-100,,,,;;;
1701352331373,U02,0,22472,mouse_wheel_end,-100,,,,;;;
1701352331685,U02,0,22784,url_change,https://atlas.mapy.cz/?p=000101&id=povrch-zeme&n=m&z=4.3&x=-28.014&y=47.006&m=m,,,,;;;
"1701352331887,U02,0,22986,pointerdown,""html > body[cy-dot-mousedown-init=''][data-card='minimized'][style=''] > div#map[style='-webkit-tap-highlight-color: rgba(0, 0, 0, 0)";'] > canvas[width='1600'][height='951'][style='width: 1600px; height: 951px;"'] > "",727.0,200.0,727.0,113.0"
"1701352332264,U02,0,23363,pointerup,""html > body[cy-dot-mousedown-init=''][data-card='minimized'][style=''] > div#map[style='-webkit-tap-highlight-color: rgba(0, 0, 0, 0)";'] > canvas[width='1600'][height='951'][style='width: 1600px; height: 951px;"'] > "",716.0,416.0,716.0,329.0"
1701352332533,U02,0,23632,url_change,https://atlas.mapy.cz/?p=000101&id=povrch-zeme&n=m&z=4.3&x=-30.461&y=61.343&m=m,,,,;;;
"1701352332629,U02,0,23728,pointerdown,""html > body[cy-dot-mousedown-init=''][data-card='minimized'][style=''] > div#map[style='-webkit-tap-highlight-color: rgba(0, 0, 0, 0)";'] > canvas[width='1600'][height='951'][style='width: 1600px; height: 951px;"'] > "",813.0,406.0,813.0,319.0"
"1701352332768,U02,0,23867,pointerup,""html > body[cy-dot-mousedown-init=''][data-card='minimized'][style=''] > div#map[style='-webkit-tap-highlight-color: rgba(0, 0, 0, 0)";'] > canvas[width='1600'][height='951'][style='width: 1600px; height: 951px;"'] > "",813.0,406.0,813.0,319.0"
"1701352334245,U02,0,25344,pointerdown,""html > body.clickable[cy-dot-mousedown-init=''][data-card='minimized'][style=''] > div#map[style='-webkit-tap-highlight-color: rgba(0, 0, 0, 0)";'] > canvas[width='1600'][height='951'][style='width: 1600px; height: 951px;"'] > "",75.0,990.0,75.0,903.0"
"1701352334376,U02,0,25475,pointerup,""html > body.clickable[cy-dot-mousedown-init=''][data-card='minimized'][style=''] > div#map[style='-webkit-tap-highlight-color: rgba(0, 0, 0, 0)";'] > canvas[width='1600'][height='951'][style='width: 1600px; height: 951px;"'] > "",75.0,990.0,75.0,903.0"
1701352334649,U02,0,25748,url_change,https://atlas.mapy.cz/?p=000101&n=s&id=povrch-zeme&d=Q756832&z=4.3&x=-30.461&y=61.343&m=m,,,,;;;
"1701352335492,U02,0,26591,pointerdown,""html > body[cy-dot-mousedown-init=''][data-card='minimized'][style=''] > div#tools.no-mobile > button[title='Nástroje (pro učitele, tisk, zobrazení souřadnic)'] > span > "",74.0,1002.0,74.0,915.0";;;
